-1920.16      144974      67.0435      5174.88      -0.77584      61.56      0.00297634      0.244054
-1592.79      156509      55.5708      5588.43      -0.642636      66.5016      0.00246452      0.263732
-2174.5      139848      75.9468      4990.64      -0.879111      59.3536      0.0033729      0.235248
-1929.22      146697      67.3482      5236.5      -0.779253      62.2947      0.00298911      0.246974
-2290.31      130368      80.0939      4650.6      -0.928091      55.2883      0.0035634      0.219051
-2258.08      137147      78.8875      4893.7      -0.913379      58.1938      0.00350505      0.230624
-2325.83      137003      81.2349      4888.4      -0.940362      58.1288      0.00360789      0.230359
-2269.52      132483      79.3068      4726.59      -0.918371      56.1984      0.00352422      0.222684
-2060.91      142264      71.9556      5077.53      -0.83267      60.3946      0.0031941      0.239405
-2330.18      137777      81.4011      4916.09      -0.942454      58.4589      0.0036166      0.23167
-2285.68      142399      79.798      5081.8      -0.92344      60.439      0.0035425      0.239556
-989.905      151366      33.0971      5502.37      -0.361977      66.6586      0.0012905      0.269121
-1597.81      154343      55.7482      5510.95      -0.644703      65.5777      0.00247239      0.260062
-2044.9      139091      71.4067      4963.94      -0.826367      59.0395      0.00316978      0.234017
-2312.96      133742      80.8165      4771.6      -0.935811      56.7347      0.00359122      0.224813
-2353.31      134655      82.2471      4804.08      -0.952591      57.1198      0.00365632      0.226334
-2310.55      136380      80.7099      4866.12      -0.934376      57.8635      0.00358525      0.229306
-2354.03      133207      82.2481      4752.36      -0.95236      56.504      0.00365462      0.223891
-2310.16      137830      80.6909      4918.06      -0.934104      58.4832      0.00358408      0.23177
-2163.3      143614      75.5217      5125.61      -0.873887      60.9652      0.00335217      0.241662
-2059.45      140066      71.9322      4998.77      -0.832661      59.4543      0.00319479      0.235663
-1002.48      150934      33.6785      5486.58      -0.370505      66.4666      0.00133081      0.268343
-1519.35      156555      53.0151      5590.23      -0.613129      66.5248      0.00235154      0.263832
-2314.1      138091      80.8119      4927.46      -0.935351      58.596      0.00358843      0.232221
-2018.91      146121      70.4569      5215.77      -0.815025      62.0458      0.0031257      0.245978
-1961.3      146685      68.4879      5235.99      -0.792665      62.2873      0.00304139      0.246939
-2265.43      140092      79.1186      4999.22      -0.915838      59.4536      0.00351404      0.235636
-2282.09      139641      79.6768      4983.06      -0.922043      59.2609      0.00353691      0.234871
-1698.06      153824      59.2562      5492.15      -0.685396      65.3504      0.00262879      0.259146
-2006.05      145656      70.0658      5198.93      -0.81104      61.8427      0.00311198      0.245161
-2211.7      135232      77.3119      4825.08      -0.895536      57.3745      0.00343762      0.227364
-2345.35      136065      81.9166      4854.83      -0.948286      57.7284      0.00363852      0.228767
-2349.31      135717      82.0557      4842.3      -0.949861      57.5779      0.00364424      0.228165
-1533.57      157116      53.4952      5610.32      -0.618539      66.7645      0.00237191      0.264786
-2124.87      140762      74.1846      5023.58      -0.858415      59.7491      0.00329258      0.236831
-2304.88      136695      80.5219      4877.37      -0.932297      57.9974      0.00357757      0.229837
-2282.66      141939      79.6906      5065.36      -0.922161      60.2429      0.00353738      0.238776
-1026.06      151337      34.4761      5501.28      -0.379439      66.6449      0.00136394      0.269064
-1909.79      147080      66.6802      5250.25      -0.771636      62.459      0.00296034      0.247628
-1910.58      147690      66.6995      5272.09      -0.771776      62.7197      0.00296061      0.248665
-2258.89      140697      78.8747      5020.91      -0.912844      59.7128      0.00350195      0.236669
-989.423      150733      33.161      5479.32      -0.363748      66.3789      0.00130169      0.267991
-2285.92      136751      79.8466      4879.49      -0.924346      58.0238      0.00354663      0.229946
-1015.34      150913      34.1542      5485.82      -0.376364      66.4574      0.00135485      0.268306
-2288.23      132574      79.9899      4729.72      -0.926589      56.234      0.00355681      0.222818
-2256.34      136742      78.831      4879.17      -0.912747      58.02      0.00350259      0.229931
-2145.25      140727      74.9055      5022.28      -0.866871      59.733      0.00332546      0.236764
-2277.14      130070      79.6394      4639.94      -0.922889      55.1616      0.00354365      0.218549
-2159.7      141739      75.4023      5058.47      -0.872552      60.1643      0.00334708      0.238478
-2289.3      136995      79.9795      4888.18      -0.926044      58.127      0.00355372      0.230354
-2123.47      140326      74.1577      5007.9      -0.858309      59.561      0.00329275      0.236079
-2016.23      143032      70.4204      5105.01      -0.815134      60.7226      0.00312756      0.240709
-2336.66      137224      81.6398      4896.2      -0.94532      58.2206      0.00362781      0.230718
-1855.82      150746      64.7773      5381.57      -0.749431      64.0271      0.00287473      0.253868
-2092.35      144343      73.0589      5151.79      -0.845507      61.2789      0.00324367      0.242914
-2330.16      140529      81.3659      5014.72      -0.941724      59.6368      0.00361294      0.236358
-2271.5      132986      79.4033      4744.49      -0.919763      56.4107      0.00353047      0.223523
-2303.64      137344      80.4649      4900.66      -0.931501      58.2757      0.00357409      0.230945
-2328.46      133603      81.3282      4766.64      -0.941411      56.6757      0.00361151      0.224579
